work_id,mp_id,constituency_id,state,district,constituency,block,village_or_urban_area,sector,sub_sector,work_type,work_description,recommended_amount,technical_estimate_amount,administrative_approval_amount,sanctioned_amount,released_amount,actual_expenditure,work_start_date,sanction_date,expected_completion_date,actual_completion_date,physical_progress_percent,financial_progress_percent,number_of_payments,first_payment_date,last_payment_date,implementing_agency_id,contractor_id,latitude,longitude,number_of_progress_updates,inspection_count
MPL-WORK-20245815,MP-636,CON-0760,Uttar Pradesh,Uttar Pradesh_Dist_2,Uttar Pradesh_Const_9,Block-19,Village-4,Water & Sanitation,Drinking Water RO,Procurement,"Drinking Water RO at Village-4, Block-19, Uttar Pradesh_Dist_2",7426936,7348230.54,7293084.39,7293084.39,4366506.36,4358759.98,2022-09-24,2022-08-01,2024-02-04,,65.96,59.77,5,2022-10-05,2022-10-15,AGENCY-079,CONT-0466,10.436865,71.139082,7,4
MPL-WORK-20245816,MP-391,CON-2692,Uttar Pradesh,Uttar Pradesh_Dist_3,Uttar Pradesh_Const_1,Block-2,Village-4,Infrastructure,Village Road,Construction,"Village Road at Village-4, Block-2, Uttar Pradesh_Dist_3",746135,742411.71,737645.91,737645.91,319958.41,314077.51,2024-07-26,2024-06-27,2025-08-27,,41.38,42.58,8,2024-08-02,2025-02-02,AGENCY-087,CONT-0816,23.060609,71.37339,7,1
MPL-WORK-20245817,MP-230,CON-6814,West Bengal,West Bengal_Dist_2,West Bengal_Const_8,Block-7,Village-71,Education,Construction of School Building,Construction,"Construction of School Building at Village-71, Block-7, West Bengal_Dist_2",1567874,1715634.53,1697996.03,1697996.03,364880.47,228208.4,2024-02-22,2023-12-21,2025-01-07,,6.96,13.44,1,2024-03-07,2024-04-18,AGENCY-201,CONT-0444,16.51622,80.887054,2,1
MPL-WORK-20245818,MP-695,CON-1184,Andhra Pradesh,Andhra Pradesh_Dist_3,Andhra Pradesh_Const_8,Block-18,Village-12,Education,Construction of School Building,Construction,"Construction of School Building at Village-12, Block-18, Andhra Pradesh_Dist_3",24110301,24920953.07,24558797.98,24558797.98,2475238.32,4937128.03,2022-07-07,2022-05-16,2023-03-22,,2.77,20.1,1,2022-08-05,2023-01-02,AGENCY-075,CONT-0871,20.836248,82.101283,3,0
MPL-WORK-20245819,MP-507,CON-2338,Bihar,Bihar_Dist_2,Bihar_Const_5,Block-1,Village-2,Water & Sanitation,Drinking Water RO,Procurement,"Drinking Water RO at Village-2, Block-1, Bihar_Dist_2",3728815,3884965.27,3854280.42,3854280.42,2573411.84,2188078.75,2024-09-06,2024-07-03,2025-05-18,,56.97,56.77,7,2024-09-20,2025-03-29,AGENCY-138,CONT-0554,16.772177,73.505728,8,5
MPL-WORK-20245820,MP-185,CON-0691,Madhya Pradesh,Madhya Pradesh_Dist_1,Madhya Pradesh_Const_4,Block-6,Village-65,Water & Sanitation,Drinking Water RO,Procurement,"Drinking Water RO at Village-65, Block-6, Madhya Pradesh_Dist_1",24884706,24138567.62,24128091.66,24128091.66,3012946.41,574512.92,2025-01-18,2024-11-17,2026-03-03,,12.16,2.38,8,2025-02-07,2025-03-24,AGENCY-023,CONT-0157,21.418252,71.642687,2,3
MPL-WORK-20245821,MP-753,CON-4407,Bihar,Bihar_Dist_2,Bihar_Const_2,Block-1,Village-42,Infrastructure,Community Hall,Construction,"Community Hall at Village-42, Block-1, Bihar_Dist_2",18438151,19608934.79,19588799.38,19588799.38,7534695.5,6784853.28,2022-09-02,2022-07-17,2024-01-11,,33.96,34.64,3,2022-09-08,2022-12-29,AGENCY-234,CONT-0648,10.433407,71.937542,3,1
MPL-WORK-20245822,MP-190,CON-4788,Karnataka,Karnataka_Dist_5,Karnataka_Const_6,Block-3,Village-88,Education,Construction of School Building,Construction,"Construction of School Building at Village-88, Block-3, Karnataka_Dist_5",12539296,12945410.02,12757087.45,12757087.45,4077795.2,3805571.45,2024-01-25,2023-11-16,2025-03-03,,23.95,29.83,6,2024-02-21,2024-08-11,AGENCY-156,CONT-0740,10.566766,87.837921,2,3
MPL-WORK-20245823,MP-713,CON-2325,Gujarat,Gujarat_Dist_4,Gujarat_Const_7,Block-5,Village-96,Water & Sanitation,Drinking Water RO,Procurement,"Drinking Water RO at Village-96, Block-5, Gujarat_Dist_4",16958138,17672353.63,17655124.66,17655124.66,13447019.6,11589648.55,2024-03-05,2024-01-19,2025-03-14,,62.71,65.64,8,2024-03-19,2024-06-27,AGENCY-251,CONT-0940,10.459181,71.666562,9,1
MPL-WORK-20245824,MP-798,CON-5138,Uttar Pradesh,Uttar Pradesh_Dist_5,Uttar Pradesh_Const_5,Block-17,Village-54,Electricity,Street Lights,Procurement,"Street Lights at Village-54, Block-17, Uttar Pradesh_Dist_5",16734173,16799488.74,16643945.14,16643945.14,6584269.63,6552144.37,2022-05-14,2022-04-11,2023-02-05,,46.56,39.37,9,2022-06-06,2023-01-01,AGENCY-018,CONT-0558,12.268442,74.846089,7,3
MPL-WORK-20245825,MP-599,CON-7364,West Bengal,West Bengal_Dist_2,West Bengal_Const_3,Block-4,Village-11,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-11, Block-4, West Bengal_Dist_2",18790089,19752681.02,19604963.03,19604963.03,7222385.02,6430653.64,2024-10-29,2024-09-17,2025-09-07,,26.89,32.8,5,2024-11-21,2025-01-17,AGENCY-070,CONT-0317,27.802955,86.902209,4,0
MPL-WORK-20245826,MP-124,CON-9994,Uttar Pradesh,Uttar Pradesh_Dist_5,Uttar Pradesh_Const_6,Block-13,Village-93,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-93, Block-13, Uttar Pradesh_Dist_5",2834791,3015049.38,3000671.49,3000671.49,2926847.59,2925885.59,2024-09-23,2024-07-01,2026-01-19,2026-01-08,100.0,97.51,10,2024-10-04,2026-02-20,AGENCY-219,CONT-0697,22.609874,72.264427,11,4
MPL-WORK-20245827,MP-572,CON-9388,Rajasthan,Rajasthan_Dist_5,Rajasthan_Const_8,Block-1,Village-16,Health,Ambulance Purchase,Procurement,"Ambulance Purchase at Village-16, Block-1, Rajasthan_Dist_5",11467524,10980504.84,10792993.01,10792993.01,11530836.15,10792993.01,2023-02-17,2023-01-11,2024-03-04,,81.91,100.0,10,2023-03-07,2023-10-13,AGENCY-100,CONT-0221,22.539843,71.167486,8,5
MPL-WORK-20245828,MP-127,CON-0030,Andhra Pradesh,Andhra Pradesh_Dist_1,Andhra Pradesh_Const_3,Block-5,Village-46,Infrastructure,Community Hall,Construction,"Community Hall at Village-46, Block-5, Andhra Pradesh_Dist_1",14024547,14806771.72,14631259.73,14631259.73,3620031.87,3194289.21,2023-03-01,2023-01-26,2024-02-01,,6.25,21.83,9,2023-03-21,2023-06-17,AGENCY-184,CONT-0956,23.734781,74.597356,3,2
MPL-WORK-20245829,MP-254,CON-0691,Madhya Pradesh,Madhya Pradesh_Dist_5,Madhya Pradesh_Const_4,Block-1,Village-56,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-56, Block-1, Madhya Pradesh_Dist_5",1741058,1792914.98,1763370.17,1763370.17,872527.39,782014.57,2024-12-05,2024-10-19,2026-03-07,,40.76,44.35,9,2024-12-21,2025-06-08,AGENCY-081,CONT-0800,13.882347,87.475721,7,2
MPL-WORK-20245830,MP-284,CON-2731,Karnataka,Karnataka_Dist_4,Karnataka_Const_8,Block-4,Village-58,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-58, Block-4, Karnataka_Dist_4",14037201,14908751.08,14755924.28,14755924.28,4499431.25,3863390.74,2022-12-15,2022-11-02,2024-03-29,,20.02,26.18,7,2023-01-04,2023-03-12,AGENCY-077,CONT-0920,23.105616,81.304902,5,2
MPL-WORK-20245831,MP-824,CON-5664,Maharashtra,Maharashtra_Dist_4,Maharashtra_Const_4,Block-1,Village-5,Infrastructure,Bus Shelter,Procurement,"Bus Shelter at Village-5, Block-1, Maharashtra_Dist_4",15075983,15295595.79,15209037.31,15209037.31,11189977.7,9697593.21,2022-12-23,2022-11-18,2023-11-26,,54.55,63.76,3,2023-01-13,2023-08-29,AGENCY-039,CONT-0746,14.500613,83.812932,7,5
MPL-WORK-20245832,MP-451,CON-6273,Bihar,Bihar_Dist_1,Bihar_Const_9,Block-14,Village-40,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-40, Block-14, Bihar_Dist_1",9125405,9694112.49,9583890.12,9583890.12,9777659.36,9328092.11,2023-10-13,2023-08-27,2024-07-19,,55.02,97.33,3,2023-10-14,2024-03-05,AGENCY-133,CONT-0388,14.721606,75.381497,7,4
MPL-WORK-20245833,MP-422,CON-1330,Andhra Pradesh,Andhra Pradesh_Dist_3,Andhra Pradesh_Const_6,Block-6,Village-6,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-6, Block-6, Andhra Pradesh_Dist_3",3919871,3839293.21,3818328.98,3818328.98,3963588.73,3790345.79,2022-11-12,2022-09-27,2023-06-10,2023-08-31,100.0,99.27,8,2022-11-24,2023-09-17,AGENCY-144,CONT-0468,25.206461,70.828136,13,2
MPL-WORK-20245834,MP-348,CON-4675,Andhra Pradesh,Andhra Pradesh_Dist_1,Andhra Pradesh_Const_2,Block-20,Village-88,Infrastructure,Bus Shelter,Procurement,"Bus Shelter at Village-88, Block-20, Andhra Pradesh_Dist_1",20030496,21147422.26,21102748.46,21102748.46,9813909.39,8813296.07,2023-06-13,2023-05-22,2023-12-12,,47.13,41.76,3,2023-07-01,2024-01-08,AGENCY-283,CONT-0388,20.400674,81.102019,7,0
MPL-WORK-20245835,MP-813,CON-2728,Bihar,Bihar_Dist_3,Bihar_Const_4,Block-6,Village-70,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-70, Block-6, Bihar_Dist_3",4319718,4206644.17,4188319.99,4188319.99,3438799.96,3406440.72,2023-06-01,2023-05-12,2024-01-10,,74.85,81.33,10,2023-06-18,2024-02-13,AGENCY-248,CONT-0221,26.892113,87.630597,9,2
MPL-WORK-20245836,MP-384,CON-4073,West Bengal,West Bengal_Dist_3,West Bengal_Const_1,Block-18,Village-63,Electricity,Solar Panels,Procurement,"Solar Panels at Village-63, Block-18, West Bengal_Dist_3",12369257,12498048.71,12279245.18,12279245.18,10717801.85,10341740.31,2022-04-24,2022-03-03,2023-02-23,,42.95,84.22,3,2022-05-08,2022-05-07,AGENCY-195,CONT-0961,22.523812,83.185287,7,2
MPL-WORK-20245837,MP-351,CON-8619,Uttar Pradesh,Uttar Pradesh_Dist_2,Uttar Pradesh_Const_2,Block-19,Village-53,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-53, Block-19, Uttar Pradesh_Dist_2",6950054,6663844.76,6568186.66,6568186.66,1851519.7,1396881.48,2022-11-01,2022-09-09,2023-11-03,,14.74,21.27,1,2022-11-21,2023-05-05,AGENCY-053,CONT-0276,10.531554,76.938425,1,0
MPL-WORK-20245838,MP-166,CON-5596,Gujarat,Gujarat_Dist_4,Gujarat_Const_5,Block-16,Village-26,Water & Sanitation,Drinking Water RO,Procurement,"Drinking Water RO at Village-26, Block-16, Gujarat_Dist_4",5126212,5217308.72,5181964.33,5181964.33,4272802.82,3898742.35,2024-04-21,2024-03-11,2025-02-19,,36.71,75.24,1,2024-04-27,2024-08-14,AGENCY-275,CONT-0197,25.625534,71.952787,3,2
MPL-WORK-20245839,MP-161,CON-3732,Madhya Pradesh,Madhya Pradesh_Dist_3,Madhya Pradesh_Const_9,Block-4,Village-4,Infrastructure,Community Hall,Construction,"Community Hall at Village-4, Block-4, Madhya Pradesh_Dist_3",19318298,18751859.46,18537709.76,18537709.76,5439786.51,2445943.74,2024-12-19,2024-11-24,2025-07-13,,3.84,13.19,7,2025-01-07,2025-06-10,AGENCY-275,CONT-0001,27.298176,77.890872,0,0
MPL-WORK-20245840,MP-293,CON-2728,Bihar,Bihar_Dist_5,Bihar_Const_4,Block-12,Village-32,Infrastructure,Community Hall,Construction,"Community Hall at Village-32, Block-12, Bihar_Dist_5",5137149,5143988.8,5058469.97,5058469.97,5083462.91,5002052.64,2023-11-17,2023-09-08,2025-02-20,2025-05-03,100.0,98.88,2,2023-11-25,2025-05-31,AGENCY-065,CONT-0274,19.930983,78.899729,13,4
MPL-WORK-20245841,MP-770,CON-1145,Tamil Nadu,Tamil Nadu_Dist_2,Tamil Nadu_Const_8,Block-6,Village-100,Health,Hospital Ward,Procurement,"Hospital Ward at Village-100, Block-6, Tamil Nadu_Dist_2",7363166,7541234.94,7466201.28,7466201.28,2154005.22,1153232.4,2024-02-03,2023-11-24,2025-01-07,,7.18,15.45,1,2024-03-01,2024-08-03,AGENCY-257,CONT-0402,18.697901,82.848471,1,3
MPL-WORK-20245842,MP-114,CON-8847,Andhra Pradesh,Andhra Pradesh_Dist_1,Andhra Pradesh_Const_1,Block-1,Village-37,Electricity,Solar Panels,Procurement,"Solar Panels at Village-37, Block-1, Andhra Pradesh_Dist_1",11779865,12705455.33,12607198.79,12607198.79,7749483.45,7532226.79,2023-03-25,2022-12-26,2024-04-15,,37.5,59.75,9,2023-04-18,2023-03-03,AGENCY-193,CONT-0176,15.608127,70.370122,4,3
MPL-WORK-20245843,MP-157,CON-9234,Maharashtra,Maharashtra_Dist_2,Maharashtra_Const_8,Block-19,Village-20,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-20, Block-19, Maharashtra_Dist_2",9802963,9559488.31,9472053.09,9472053.09,6840376.12,6521471.97,2024-11-23,2024-10-09,2026-01-01,,69.32,68.85,1,2024-12-01,2025-05-27,AGENCY-177,CONT-0779,17.962318,79.799745,7,3
MPL-WORK-20245844,MP-394,CON-0760,Uttar Pradesh,Uttar Pradesh_Dist_3,Uttar Pradesh_Const_9,Block-15,Village-80,Education,Construction of School Building,Construction,"Construction of School Building at Village-80, Block-15, Uttar Pradesh_Dist_3",12374249,11759346.97,11604928.9,11604928.9,2888182.71,1824808.34,2022-04-20,2022-02-06,2022-10-23,,5.16,15.72,10,2022-04-22,2022-04-17,AGENCY-291,CONT-0250,19.425261,87.958179,1,1
MPL-WORK-20245845,MP-187,CON-1145,Tamil Nadu,Tamil Nadu_Dist_1,Tamil Nadu_Const_8,Block-16,Village-53,Infrastructure,Bus Shelter,Procurement,"Bus Shelter at Village-53, Block-16, Tamil Nadu_Dist_1",20579194,22376821.94,22132433.08,22132433.08,6786532.0,5929517.06,2024-05-09,2024-02-25,2025-04-05,,33.67,26.79,9,2024-05-21,2024-11-23,AGENCY-184,CONT-0850,16.146921,84.241393,5,2
MPL-WORK-20245846,MP-147,CON-3198,Tamil Nadu,Tamil Nadu_Dist_5,Tamil Nadu_Const_7,Block-2,Village-57,Education,Library Setup,Procurement,"Library Setup at Village-57, Block-2, Tamil Nadu_Dist_5",4391287,4209014.8,4191655.75,4191655.75,858986.83,813354.75,2024-03-18,2024-02-03,2024-10-14,,20.63,19.4,9,2024-04-16,2024-06-28,AGENCY-009,CONT-0897,13.837008,75.029137,5,0
MPL-WORK-20245847,MP-168,CON-1330,Andhra Pradesh,Andhra Pradesh_Dist_4,Andhra Pradesh_Const_6,Block-7,Village-87,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-87, Block-7, Andhra Pradesh_Dist_4",17508595,19183212.2,18935809.32,18935809.32,15020126.35,13537028.51,2024-09-11,2024-08-04,2025-03-20,,71.84,71.49,1,2024-10-11,2025-05-12,AGENCY-225,CONT-0451,13.47918,84.256928,8,3
MPL-WORK-20245848,MP-807,CON-0760,Uttar Pradesh,Uttar Pradesh_Dist_4,Uttar Pradesh_Const_9,Block-9,Village-44,Education,Construction of School Building,Construction,"Construction of School Building at Village-44, Block-9, Uttar Pradesh_Dist_4",15735078,15145933.19,14881404.66,14881404.66,4913352.55,4662574.62,2022-06-04,2022-04-08,2023-09-08,,32.71,31.33,3,2022-06-05,2022-09-04,AGENCY-235,CONT-0559,18.584862,81.278425,6,1
MPL-WORK-20245849,MP-703,CON-8310,Tamil Nadu,Tamil Nadu_Dist_2,Tamil Nadu_Const_9,Block-17,Village-98,Health,Hospital Ward,Procurement,"Hospital Ward at Village-98, Block-17, Tamil Nadu_Dist_2",2112648,2069081.01,2032546.05,2032546.05,1049246.42,878275.66,2023-12-06,2023-10-21,2025-01-01,,46.79,43.21,4,2023-12-07,2024-03-28,AGENCY-248,CONT-0503,21.057369,79.669726,5,0
MPL-WORK-20245850,MP-777,CON-1309,Rajasthan,Rajasthan_Dist_4,Rajasthan_Const_5,Block-20,Village-75,Water & Sanitation,Drinking Water RO,Procurement,"Drinking Water RO at Village-75, Block-20, Rajasthan_Dist_4",16636910,18206478.82,17990059.66,17990059.66,19355592.28,17777748.9,2023-05-31,2023-03-09,2024-04-30,,64.23,98.82,5,2023-06-19,2023-06-10,AGENCY-140,CONT-0761,23.918577,77.276279,8,5
MPL-WORK-20245851,MP-456,CON-6290,West Bengal,West Bengal_Dist_2,West Bengal_Const_5,Block-8,Village-6,Infrastructure,Bus Shelter,Procurement,"Bus Shelter at Village-6, Block-8, West Bengal_Dist_2",17963516,19463184.24,19189107.61,19189107.61,4858065.81,4623790.62,2023-06-18,2023-04-15,2024-05-05,,10.91,24.1,5,2023-07-12,2023-10-26,AGENCY-087,CONT-0317,19.160649,83.672321,1,3
MPL-WORK-20245852,MP-689,CON-9732,Karnataka,Karnataka_Dist_1,Karnataka_Const_3,Block-5,Village-19,Water & Sanitation,Drinking Water RO,Procurement,"Drinking Water RO at Village-19, Block-5, Karnataka_Dist_1",3034130,3152930.71,3133664.56,3133664.56,3607848.61,3133664.56,2023-12-19,2023-09-26,2024-08-15,,88.87,100.0,1,2024-01-11,2024-05-04,AGENCY-127,CONT-0410,13.80888,76.171615,11,1
MPL-WORK-20245853,MP-281,CON-1840,Gujarat,Gujarat_Dist_2,Gujarat_Const_3,Block-7,Village-71,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-71, Block-7, Gujarat_Dist_2",13036609,12615163.44,12535142.21,12535142.21,1680803.72,1760743.54,2022-05-28,2022-03-22,2023-05-13,,1.77,14.05,3,2022-06-08,2022-10-17,AGENCY-273,CONT-0169,22.570973,77.89829,1,2
MPL-WORK-20245854,MP-188,CON-5011,Bihar,Bihar_Dist_2,Bihar_Const_8,Block-10,Village-52,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-52, Block-10, Bihar_Dist_2",8014678,7702426.72,7575861.54,7575861.54,954063.82,888887.55,2024-01-04,2023-10-21,2024-09-26,,20.14,11.73,7,2024-01-29,2024-03-10,AGENCY-140,CONT-0876,23.459358,76.094374,2,1
MPL-WORK-20245855,MP-203,CON-4059,Madhya Pradesh,Madhya Pradesh_Dist_3,Madhya Pradesh_Const_8,Block-17,Village-60,Infrastructure,Village Road,Construction,"Village Road at Village-60, Block-17, Madhya Pradesh_Dist_3",14840619,14300355.73,14124380.53,14124380.53,13795809.49,13633498.93,2024-02-17,2023-12-18,2025-02-01,2025-01-06,100.0,96.52,2,2024-03-11,2025-01-21,AGENCY-278,CONT-0969,11.868561,77.484233,11,1
MPL-WORK-20245856,MP-156,CON-2692,Uttar Pradesh,Uttar Pradesh_Dist_1,Uttar Pradesh_Const_1,Block-15,Village-14,Electricity,Solar Panels,Procurement,"Solar Panels at Village-14, Block-15, Uttar Pradesh_Dist_1",13548923,13678500.36,13559995.84,13559995.84,12720351.77,11074432.39,2022-11-03,2022-08-16,2023-08-06,,56.8,81.67,4,2022-11-20,2023-06-11,AGENCY-095,CONT-0896,13.779876,83.879103,8,1
MPL-WORK-20245857,MP-622,CON-9547,West Bengal,West Bengal_Dist_3,West Bengal_Const_9,Block-19,Village-93,Electricity,Street Lights,Procurement,"Street Lights at Village-93, Block-19, West Bengal_Dist_3",15090828,14983570.79,14733039.67,14733039.67,10011292.81,9631538.07,2024-05-29,2024-03-11,2025-01-25,,66.59,65.37,1,2024-06-02,2024-11-19,AGENCY-291,CONT-0002,11.954477,80.422024,7,5
MPL-WORK-20245858,MP-953,CON-3364,Karnataka,Karnataka_Dist_1,Karnataka_Const_7,Block-13,Village-49,Education,Construction of School Building,Construction,"Construction of School Building at Village-49, Block-13, Karnataka_Dist_1",14590315,15474987.37,15256986.45,15256986.45,4671032.45,4562207.98,2022-12-16,2022-10-10,2024-04-20,,27.55,29.9,1,2023-01-11,2023-04-18,AGENCY-048,CONT-0411,27.737349,84.136059,2,1
MPL-WORK-20245859,MP-955,CON-4147,Tamil Nadu,Tamil Nadu_Dist_3,Tamil Nadu_Const_3,Block-20,Village-41,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-41, Block-20, Tamil Nadu_Dist_3",23666632,25801479.71,25318044.1,25318044.1,9549697.46,8621609.19,2024-01-27,2023-12-19,2025-01-01,,37.86,34.05,1,2024-02-09,2024-07-07,AGENCY-213,CONT-0384,20.420585,76.831081,5,0
MPL-WORK-20245860,MP-589,CON-4450,Madhya Pradesh,Madhya Pradesh_Dist_4,Madhya Pradesh_Const_1,Block-9,Village-48,Infrastructure,Village Road,Construction,"Village Road at Village-48, Block-9, Madhya Pradesh_Dist_4",20834181,21440013.56,21091080.47,21091080.47,21490153.67,20831219.09,2023-10-27,2023-09-16,2024-08-15,2024-10-06,100.0,98.77,5,2023-11-08,2024-10-13,AGENCY-032,CONT-0471,21.193834,74.265018,12,1
MPL-WORK-20245861,MP-429,CON-4927,Tamil Nadu,Tamil Nadu_Dist_2,Tamil Nadu_Const_6,Block-4,Village-99,Infrastructure,Village Road,Construction,"Village Road at Village-99, Block-4, Tamil Nadu_Dist_2",22927881,22150430.26,22022280.09,22022280.09,16012171.02,13815048.29,2024-01-08,2023-12-04,2024-11-24,,55.95,62.73,3,2024-01-25,2024-02-21,AGENCY-126,CONT-0282,16.729981,73.48965,6,4
MPL-WORK-20245862,MP-291,CON-9732,Karnataka,Karnataka_Dist_2,Karnataka_Const_3,Block-20,Village-88,Health,Hospital Ward,Procurement,"Hospital Ward at Village-88, Block-20, Karnataka_Dist_2",17175033,18160219.23,18049100.0,18049100.0,12847760.42,11173225.51,2022-11-02,2022-08-22,2023-08-04,,67.34,61.9,4,2022-11-25,2023-04-05,AGENCY-041,CONT-0601,13.505611,74.625883,9,2
MPL-WORK-20245863,MP-569,CON-2338,Bihar,Bihar_Dist_1,Bihar_Const_5,Block-18,Village-13,Health,Primary Health Centre,Procurement,"Primary Health Centre at Village-13, Block-18, Bihar_Dist_1",9789613,10313619.6,10279215.99,10279215.99,10633013.62,10139969.08,2024-12-22,2024-11-14,2026-01-10,2026-01-08,100.0,98.65,10,2025-01-19,2026-01-19,AGENCY-153,CONT-0655,20.990181,86.967439,11,4
MPL-WORK-20245864,MP-153,CON-1002,Maharashtra,Maharashtra_Dist_1,Maharashtra_Const_5,Block-7,Village-10,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-10, Block-7, Maharashtra_Dist_1",5348342,5831745.2,5743995.93,5743995.93,1866817.21,1705414.83,2023-12-20,2023-09-21,2025-02-09,,22.64,29.69,10,2023-12-22,2024-07-02,AGENCY-139,CONT-0325,25.832412,76.066462,4,0
MPL-WORK-20245865,MP-606,CON-7515,Rajasthan,Rajasthan_Dist_4,Rajasthan_Const_6,Block-2,Village-89,Education,Library Setup,Procurement,"Library Setup at Village-89, Block-2, Rajasthan_Dist_4",2370820,2486418.69,2469943.07,2469943.07,2385007.3,2380009.49,2024-10-19,2024-09-08,2025-07-18,2025-09-09,100.0,96.36,7,2024-11-10,2025-09-17,AGENCY-050,CONT-0149,26.750927,73.780937,11,3
MPL-WORK-20245866,MP-461,CON-9547,West Bengal,West Bengal_Dist_1,West Bengal_Const_9,Block-6,Village-2,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-2, Block-6, West Bengal_Dist_1",3992233,4178843.24,4148593.51,4148593.51,1026517.4,998333.6,2022-05-02,2022-04-13,2023-06-24,,9.38,24.06,10,2022-05-23,2022-11-28,AGENCY-140,CONT-0532,25.664017,85.219338,3,0
MPL-WORK-20245867,MP-967,CON-3735,Gujarat,Gujarat_Dist_5,Gujarat_Const_9,Block-20,Village-23,Health,Primary Health Centre,Procurement,"Primary Health Centre at Village-23, Block-20, Gujarat_Dist_5",16900609,17154126.3,17016909.6,17016909.6,17052570.13,17013319.24,2024-04-19,2024-03-15,2024-10-25,2024-12-16,100.0,99.98,4,2024-05-17,2024-12-27,AGENCY-212,CONT-0782,20.619516,76.807075,11,3
MPL-WORK-20245868,MP-207,CON-3043,Uttar Pradesh,Uttar Pradesh_Dist_1,Uttar Pradesh_Const_7,Block-9,Village-59,Electricity,Solar Panels,Procurement,"Solar Panels at Village-59, Block-9, Uttar Pradesh_Dist_1",12421977,12054730.38,11924734.32,11924734.32,2151909.83,1421369.08,2025-02-28,2024-12-20,2025-11-24,,2.07,11.92,1,2025-03-15,2025-07-29,AGENCY-189,CONT-0017,16.950338,86.738604,2,3
MPL-WORK-20245869,MP-723,CON-0556,Karnataka,Karnataka_Dist_4,Karnataka_Const_2,Block-10,Village-52,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-52, Block-10, Karnataka_Dist_4",733026,803186.05,798340.32,798340.32,807319.51,779860.33,2022-12-19,2022-11-03,2024-03-03,2024-04-11,100.0,97.69,10,2023-01-05,2024-04-12,AGENCY-252,CONT-0318,17.868028,79.393631,10,4
MPL-WORK-20245870,MP-714,CON-8223,Tamil Nadu,Tamil Nadu_Dist_1,Tamil Nadu_Const_5,Block-19,Village-13,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-13, Block-19, Tamil Nadu_Dist_1",12469317,12079983.89,11947380.11,11947380.11,12101192.6,11902810.85,2023-07-29,2023-06-05,2024-02-08,2024-01-16,100.0,99.63,9,2023-08-02,2024-02-23,AGENCY-045,CONT-0837,16.622177,78.212325,11,5
MPL-WORK-20245871,MP-451,CON-7013,Madhya Pradesh,Madhya Pradesh_Dist_3,Madhya Pradesh_Const_2,Block-16,Village-32,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-32, Block-16, Madhya Pradesh_Dist_3",5694761,5884535.38,5790211.44,5790211.44,1366512.86,1174643.22,2024-10-12,2024-07-18,2026-01-30,,29.03,20.29,8,2024-10-24,2025-03-18,AGENCY-227,CONT-0462,20.845796,85.997406,5,2
MPL-WORK-20245872,MP-396,CON-8240,Karnataka,Karnataka_Dist_3,Karnataka_Const_5,Block-2,Village-65,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-65, Block-2, Karnataka_Dist_3",24134171,23122448.88,22994077.76,22994077.76,22213278.43,22079705.55,2024-10-05,2024-07-28,2025-07-03,2025-06-08,100.0,96.02,1,2024-10-13,2025-07-08,AGENCY-067,CONT-0845,26.989823,73.463775,13,5
MPL-WORK-20245873,MP-615,CON-2925,Rajasthan,Rajasthan_Dist_3,Rajasthan_Const_4,Block-15,Village-79,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-79, Block-15, Rajasthan_Dist_3",14143450,14472990.23,14298007.81,14298007.81,14039688.49,13810311.12,2022-09-13,2022-07-31,2023-09-11,2023-09-22,100.0,96.59,5,2022-09-21,2023-10-22,AGENCY-213,CONT-0736,22.697871,86.448927,10,4
MPL-WORK-20245874,MP-289,CON-5138,Uttar Pradesh,Uttar Pradesh_Dist_4,Uttar Pradesh_Const_5,Block-13,Village-94,Education,Construction of School Building,Construction,"Construction of School Building at Village-94, Block-13, Uttar Pradesh_Dist_4",21764823,22829064.38,22406381.54,22406381.54,3275894.31,4564493.58,2024-11-28,2024-10-04,2025-09-25,,5.31,20.37,6,2024-12-02,2025-03-09,AGENCY-211,CONT-0970,10.638511,78.578666,1,2
